student_id,ssc_percentage,hsc_percentage,degree_percentage,cgpa,aptitude_test_score,technical_skill_score,soft_skills_rating,attendance_percentage,backlogs,internships,projects,certifications,work_experience_months,gender,placement_training,extracurricular_activities,placement_status,department
4864,69.0,75.6,61.5,7.38,76,77,1.8,85.7,1,0,1,5,0,Male,Yes,No,NotPlaced,IT
4865,90.4,84.7,72.4,7.88,79,77,4.5,80.3,0,2,2,1,14,Male,Yes,No,Placed,CS
4866,69.1,69.0,56.3,6.48,71,69,3.1,78.4,0,1,3,1,3,Male,Yes,No,Placed,ME
4867,70.6,88.8,77.5,7.71,72,57,3.8,79.5,0,2,1,2,11,Male,No,Yes,Placed,CE
4868,64.2,71.9,67.4,6.86,56,76,2.8,85.0,5,0,1,1,0,Female,No,No,Placed,ME
4869,85.5,71.6,76.5,8.83,98,59,3.3,86.4,0,2,1,0,11,Male,No,No,Placed,CS
4870,60.0,65.6,65.2,6.72,62,53,2.0,76.9,1,0,0,0,0,Female,No,No,NotPlaced,ME
4871,72.8,64.5,52.4,6.64,59,48,3.6,85.3,2,1,0,0,6,Female,Yes,No,Placed,CS
4872,62.9,74.2,59.2,6.31,66,78,4.5,90.7,1,2,1,1,16,Male,Yes,No,Placed,ME
4873,86.8,77.6,65.3,7.26,66,68,3.8,88.1,0,1,1,1,5,Male,No,Yes,Placed,ME
4874,73.3,67.9,75.9,7.94,60,54,2.9,70.2,2,0,1,0,5,Female,Yes,Yes,Placed,ECE
4875,69.2,57.9,81.5,7.97,84,75,2.4,83.3,0,2,0,1,11,Male,No,Yes,Placed,CE
4876,57.6,66.7,56.2,6.6,40,56,3.0,78.1,0,0,1,1,6,Female,No,Yes,NotPlaced,IT
4877,77.4,63.6,62.3,7.62,61,47,2.6,77.1,0,0,2,1,7,Male,No,No,NotPlaced,CE
4878,70.2,63.4,71.4,7.28,74,79,3.4,84.9,0,3,4,3,12,Male,Yes,Yes,Placed,IT
4879,85.0,65.6,52.8,6.0,57,71,3.7,83.5,0,0,2,1,0,Female,Yes,Yes,NotPlaced,ChemE
4880,66.4,59.9,61.1,7.2,82,75,1.9,86.5,0,1,2,3,5,Female,No,No,NotPlaced,ME
4881,62.6,56.0,68.0,7.6,48,51,3.2,87.3,0,0,0,1,3,Male,No,No,NotPlaced,IT
4882,45.0,63.5,53.1,6.22,44,58,1.7,83.3,0,1,0,4,12,Male,Yes,Yes,NotPlaced,ChemE
4883,82.0,54.4,70.1,7.03,73,69,4.1,83.7,0,0,2,3,6,Male,Yes,Yes,Placed,CS
4884,77.7,78.9,74.9,7.84,74,42,4.1,98.8,0,0,0,1,1,Male,No,Yes,NotPlaced,CE
4885,76.7,67.6,63.2,6.55,68,59,1.9,73.1,2,0,2,0,1,Male,No,Yes,NotPlaced,ECE
4886,92.5,60.6,75.9,8.59,80,92,4.1,86.1,0,1,2,1,7,Male,Yes,Yes,Placed,IT
4887,91.8,88.7,93.6,8.56,84,86,3.4,100.0,0,4,2,2,24,Female,No,Yes,Placed,ECE
4888,64.7,53.8,48.2,5.86,49,45,2.5,65.4,1,0,0,0,0,Male,No,No,NotPlaced,ME
4889,77.2,79.3,53.7,6.95,59,61,3.2,84.1,0,0,1,0,0,Female,Yes,No,Placed,ChemE
4890,77.5,77.6,62.2,7.41,62,45,3.0,72.5,0,1,0,1,8,Male,No,No,NotPlaced,ME
4891,55.0,63.3,58.4,6.87,45,63,4.2,77.9,0,0,0,0,6,Female,Yes,Yes,NotPlaced,EE
4892,70.2,45.0,55.2,6.12,41,65,4.0,89.8,0,1,1,2,5,Male,Yes,No,Placed,ChemE
4893,75.7,69.9,73.8,7.53,74,58,3.8,89.3,0,1,0,5,6,Female,No,No,NotPlaced,CE
4894,82.7,64.2,68.6,7.16,61,66,3.1,66.2,1,2,1,1,13,Male,No,Yes,NotPlaced,ECE
4895,65.5,68.5,57.4,6.07,83,62,3.7,84.6,2,0,3,1,3,Male,No,No,Placed,CS
4896,82.8,73.6,77.6,8.2,69,68,4.9,95.5,0,1,2,2,5,Male,Yes,Yes,Placed,ECE
4897,76.3,79.0,70.4,8.02,72,85,3.7,88.4,0,1,6,3,4,Male,Yes,Yes,Placed,CS
4898,65.3,83.0,78.3,8.13,81,67,3.8,86.6,0,0,2,3,3,Male,Yes,No,Placed,ECE
4899,58.2,63.5,60.2,5.43,53,48,3.6,61.5,0,1,0,0,7,Female,No,No,NotPlaced,ME
4900,63.9,65.0,48.0,5.02,49,66,3.3,75.6,2,0,0,1,1,Female,No,No,NotPlaced,ChemE
4901,80.0,87.5,71.5,9.36,82,70,3.3,73.0,0,0,1,0,2,Male,Yes,No,Placed,CS
4902,66.5,63.5,65.6,7.23,76,74,4.5,78.3,1,1,3,1,4,Male,No,Yes,NotPlaced,ME
4903,59.3,77.4,76.0,7.94,80,86,3.3,96.0,0,4,2,0,18,Female,Yes,No,Placed,ME
4904,64.1,62.3,61.9,5.78,58,60,3.0,77.2,1,1,2,4,14,Male,Yes,Yes,NotPlaced,ME
4905,53.7,66.3,48.3,6.38,56,47,2.6,77.8,2,0,1,2,3,Male,Yes,No,NotPlaced,ME
4906,85.1,75.6,70.0,9.03,99,93,4.1,95.2,0,2,2,5,11,Male,Yes,Yes,Placed,EE
4907,79.3,82.5,71.4,8.46,74,77,4.8,82.6,0,2,2,3,17,Male,Yes,No,Placed,ME
4908,69.6,67.6,68.4,7.04,64,69,2.9,68.7,0,4,4,2,19,Male,No,Yes,Placed,EE
4909,70.8,61.2,55.5,6.77,57,57,4.1,74.4,2,2,0,1,16,Male,Yes,Yes,NotPlaced,ME
4910,95.5,84.0,92.9,10.0,90,66,4.8,94.6,0,1,2,1,11,Female,Yes,Yes,Placed,IT
4911,81.3,76.3,78.1,8.15,74,77,4.5,89.3,0,2,3,4,15,Female,Yes,Yes,Placed,ECE
4912,87.1,87.4,87.1,9.29,100,88,3.5,85.6,0,1,3,1,6,Male,Yes,No,Placed,CS
4913,54.2,53.8,48.7,6.53,57,82,3.8,94.4,0,4,1,3,22,Male,No,No,Placed,ME
4914,77.6,49.3,67.5,7.57,63,48,4.0,81.7,1,2,0,2,14,Male,No,Yes,NotPlaced,ME
4915,56.2,50.3,66.8,6.85,77,66,5.0,80.3,1,0,1,3,0,Male,Yes,Yes,Placed,EE
4916,73.5,70.9,63.0,6.85,65,58,2.9,72.1,0,1,0,0,8,Female,No,No,NotPlaced,ChemE
4917,94.7,96.9,80.1,9.16,87,81,3.3,87.7,0,0,3,0,8,Male,Yes,Yes,Placed,ChemE
4918,72.4,76.7,77.7,8.17,59,57,3.8,89.7,0,1,2,3,6,Male,Yes,No,Placed,CS
4919,77.9,83.2,80.0,8.65,83,81,3.9,100.0,0,2,1,5,13,Female,Yes,Yes,Placed,CS
4920,62.4,76.3,60.9,7.85,72,71,5.0,74.6,2,0,1,4,4,Male,No,No,Placed,ME
4921,89.2,74.3,71.1,7.75,72,73,3.8,97.2,1,1,2,3,8,Male,Yes,Yes,Placed,ChemE
4922,68.6,77.0,68.7,7.6,78,71,3.9,86.2,0,1,1,2,11,Female,Yes,Yes,Placed,EE
4923,60.9,65.1,70.3,7.22,59,58,3.3,76.7,0,0,1,0,0,Female,Yes,No,NotPlaced,EE
4924,68.1,59.5,57.3,6.04,63,80,3.9,91.0,0,0,0,2,0,Female,Yes,Yes,NotPlaced,EE
4925,45.9,69.9,62.6,6.64,54,60,3.8,80.7,1,1,1,1,11,Male,No,No,NotPlaced,ME
4926,62.5,72.6,72.6,7.46,78,78,4.4,67.1,3,0,3,2,2,Male,No,No,Placed,ChemE
4927,92.9,78.8,86.0,8.49,77,62,4.7,88.4,0,1,2,2,5,Female,No,Yes,Placed,ECE
4928,66.7,62.9,70.1,7.43,65,69,2.2,77.8,1,0,2,1,8,Female,Yes,No,NotPlaced,ME
4929,53.5,45.0,52.4,5.81,42,54,4.1,69.0,0,0,2,1,2,Female,No,No,NotPlaced,ME
4930,65.9,48.7,55.5,6.99,54,61,2.9,76.8,2,2,2,2,14,Male,No,No,NotPlaced,IT
4931,83.7,75.3,80.4,7.7,80,58,3.2,90.5,0,2,2,1,9,Male,Yes,Yes,Placed,ME
4932,57.2,60.6,65.3,6.21,64,82,2.8,86.7,1,1,3,1,5,Male,No,No,Placed,ME
4933,82.3,63.5,82.2,8.06,99,60,3.3,77.2,0,3,1,1,16,Male,Yes,Yes,Placed,CS
4934,87.6,62.6,74.0,8.67,66,55,2.7,89.8,0,1,1,6,9,Female,Yes,Yes,Placed,CS
4935,57.3,65.5,63.4,7.19,50,66,3.3,73.1,0,0,1,2,2,Female,Yes,No,Placed,IT
4936,79.3,94.3,76.5,7.94,79,70,3.9,87.8,0,1,2,3,5,Female,No,Yes,Placed,ECE
4937,66.3,73.3,58.8,7.45,79,63,3.3,92.5,0,1,2,0,6,Male,Yes,No,NotPlaced,ECE
4938,82.1,60.6,72.2,7.85,76,71,4.3,73.6,1,0,2,0,2,Female,No,Yes,Placed,CS
4939,82.6,84.4,81.2,7.79,85,79,5.0,95.9,0,1,1,5,8,Female,No,No,Placed,CS
4940,73.8,80.6,75.5,7.11,73,77,3.0,78.3,0,0,2,1,2,Female,No,No,Placed,ECE
4941,59.2,64.5,67.0,7.83,70,88,3.2,69.9,2,2,1,1,15,Male,Yes,Yes,Placed,ECE
4942,64.8,69.2,72.3,7.7,83,79,3.5,88.8,0,0,1,2,4,Male,Yes,Yes,NotPlaced,ChemE
4943,83.8,83.9,66.6,8.05,79,67,4.7,82.8,0,0,3,2,3,Female,Yes,Yes,Placed,EE
4944,81.6,88.4,83.8,9.46,84,85,4.4,100.0,0,0,2,2,0,Male,Yes,No,Placed,ME
4945,75.5,79.5,72.0,8.32,73,60,2.7,83.3,0,1,1,1,8,Female,No,No,Placed,ECE
4946,76.5,81.1,67.6,7.8,76,74,5.0,82.3,0,2,2,1,13,Female,Yes,Yes,Placed,CS
4947,85.7,67.9,67.5,7.16,58,46,4.1,80.8,1,0,0,3,5,Female,No,No,Placed,ME
4948,55.2,50.7,62.5,5.65,42,66,2.4,65.9,2,0,2,1,2,Male,No,No,NotPlaced,IT
4949,81.4,65.5,68.0,8.16,66,60,3.2,77.0,3,1,3,0,12,Female,No,No,Placed,ME
4950,75.0,56.4,66.3,6.19,55,50,3.7,71.5,2,0,0,2,0,Male,No,No,NotPlaced,CS
4951,81.9,70.6,70.9,7.26,84,53,3.7,92.9,0,4,1,1,23,Female,No,Yes,Placed,EE
4952,70.5,79.5,84.4,7.97,75,71,3.2,89.3,0,1,1,0,9,Female,Yes,No,Placed,ME
4953,72.6,63.3,60.3,8.58,68,59,2.3,87.6,0,1,1,2,5,Female,Yes,No,NotPlaced,EE
4954,68.0,77.3,67.2,6.68,75,79,3.8,73.5,0,1,4,2,4,Male,Yes,Yes,Placed,CS
4955,96.2,72.2,82.6,8.72,72,39,4.3,78.6,0,0,3,0,1,Male,No,No,Placed,CS
4956,78.2,75.1,72.1,7.76,60,79,4.0,79.3,0,1,1,0,8,Male,No,Yes,Placed,ChemE
4957,52.1,56.7,56.6,5.65,50,61,2.6,62.8,2,0,0,0,5,Male,No,Yes,NotPlaced,ME
4958,84.6,73.0,57.7,7.83,50,54,4.0,68.5,2,0,1,0,4,Male,No,Yes,NotPlaced,ChemE
4959,84.6,71.7,84.3,8.69,82,66,3.7,90.1,0,1,1,1,8,Male,Yes,No,Placed,CS
4960,61.9,55.7,52.7,5.81,58,52,3.3,72.4,1,0,2,1,0,Female,Yes,Yes,NotPlaced,EE
4961,73.9,60.5,64.9,6.76,76,45,3.0,79.6,2,1,1,0,4,Female,No,No,NotPlaced,CE
4962,80.6,66.0,67.1,8.62,66,78,3.0,92.1,0,1,1,2,7,Female,Yes,Yes,Placed,EE
4963,70.3,70.7,66.4,7.84,67,81,4.1,74.6,0,0,1,2,3,Male,Yes,Yes,Placed,CS
4964,80.7,62.8,69.8,7.18,55,71,3.2,81.9,0,0,1,1,2,Female,No,No,NotPlaced,ChemE
4965,59.0,62.8,61.3,6.68,53,49,4.6,80.6,2,0,2,1,5,Male,No,Yes,Placed,CE
4966,81.9,83.4,76.3,8.02,96,85,3.4,100.0,0,4,2,6,30,Male,No,No,NotPlaced,CS
4967,65.3,67.4,64.6,6.24,59,78,5.0,74.3,1,0,0,0,4,Female,No,No,NotPlaced,CS
4968,93.0,80.2,82.8,9.15,55,70,2.9,100.0,0,0,0,2,7,Male,Yes,Yes,Placed,CS
4969,70.6,58.8,65.8,6.42,68,69,2.7,78.0,2,0,0,3,0,Male,No,Yes,NotPlaced,ME
4970,86.1,88.2,85.6,8.25,89,67,3.9,94.0,0,0,1,1,1,Female,Yes,No,Placed,ME
4971,59.0,54.1,48.0,6.7,52,45,2.7,78.1,0,2,1,0,6,Male,Yes,No,NotPlaced,CS
4972,82.6,68.9,75.6,8.14,75,73,3.6,87.5,1,2,0,1,18,Female,No,Yes,NotPlaced,ME
4973,87.5,74.8,84.9,7.99,85,68,4.4,86.8,0,0,5,1,2,Female,No,Yes,Placed,IT
4974,52.1,66.9,71.5,8.09,77,52,5.0,98.8,0,2,1,0,12,Female,Yes,Yes,Placed,ECE
4975,73.2,85.0,74.1,8.44,69,76,3.8,93.2,0,1,1,2,8,Male,Yes,Yes,Placed,ECE
4976,64.3,56.4,53.6,5.53,52,73,3.1,78.1,0,4,3,1,16,Male,No,No,NotPlaced,ME
4977,74.7,75.1,59.5,7.7,59,68,3.5,81.5,1,1,0,2,13,Male,No,No,NotPlaced,ECE
4978,98.2,97.9,95.4,9.42,90,82,4.8,100.0,0,4,3,0,29,Female,No,Yes,Placed,IT
4979,97.6,77.7,87.8,9.36,87,63,3.3,81.9,0,0,1,0,0,Female,Yes,Yes,NotPlaced,CE
4980,80.0,67.6,72.3,7.42,85,78,3.4,100.0,0,0,1,3,4,Male,No,Yes,Placed,CS
4981,50.0,67.3,65.5,6.75,57,59,4.1,81.8,0,1,1,0,8,Female,No,No,NotPlaced,ME
4982,65.6,62.5,65.9,6.35,64,65,4.3,87.8,3,0,0,2,2,Female,No,Yes,NotPlaced,ME
4983,85.0,73.0,63.9,7.55,76,74,4.0,92.2,1,2,1,0,17,Female,No,Yes,Placed,ME
4984,71.1,71.7,68.3,6.28,59,63,3.9,84.4,0,0,1,2,1,Female,Yes,Yes,Placed,CS
4985,75.3,80.0,69.5,8.03,61,79,4.3,98.9,0,3,0,1,26,Female,No,No,Placed,IT
4986,66.6,67.8,69.3,7.71,70,75,3.2,86.5,1,2,0,2,12,Male,No,Yes,Placed,ChemE
4987,79.1,65.6,70.0,7.44,75,56,2.6,78.1,0,0,0,1,0,Female,Yes,No,Placed,CS
4988,68.2,69.6,71.6,7.43,72,79,3.1,83.5,1,0,1,1,4,Female,No,Yes,Placed,CS
4989,82.7,70.4,67.3,7.74,76,88,4.2,83.7,0,2,1,3,13,Female,Yes,Yes,Placed,ME
4990,72.7,68.4,73.1,7.6,80,77,2.2,85.0,0,2,0,3,13,Female,No,Yes,Placed,EE
4991,73.8,71.5,67.6,7.65,92,100,3.0,70.5,0,1,3,0,8,Female,No,No,NotPlaced,ECE
4992,77.7,65.8,70.4,7.65,60,88,4.1,83.5,0,0,3,6,4,Male,Yes,No,NotPlaced,CE
4993,67.5,60.2,53.5,7.4,46,48,3.5,68.7,5,0,0,0,3,Male,No,Yes,NotPlaced,ME
4994,69.3,54.2,55.6,5.58,42,61,3.3,89.9,1,1,1,1,3,Female,Yes,Yes,NotPlaced,EE
4995,84.1,83.6,76.3,7.31,90,97,4.5,90.6,0,3,3,2,18,Female,No,No,Placed,EE
4996,99.0,84.3,89.1,9.63,83,60,4.7,86.8,0,0,2,3,0,Female,Yes,Yes,Placed,IT
4997,72.8,70.5,71.9,7.98,72,70,4.2,89.9,0,1,1,1,6,Male,No,Yes,Placed,CE
4998,71.7,73.3,68.7,7.52,84,80,4.4,85.3,0,0,2,1,1,Female,Yes,Yes,Placed,CE
4999,75.9,78.3,75.9,7.83,70,67,2.3,95.0,0,0,4,0,0,Female,Yes,No,NotPlaced,ChemE
5000,70.0,67.6,52.0,6.77,58,75,3.6,81.4,0,0,2,4,2,Male,Yes,Yes,Placed,CS
5001,61.5,56.4,57.9,6.27,48,62,2.8,73.7,2,0,0,1,1,Male,No,Yes,NotPlaced,EE
5002,63.6,72.5,74.6,6.62,68,85,4.2,73.0,1,1,5,4,10,Female,Yes,No,Placed,ECE
5003,67.6,68.2,69.6,6.16,60,45,4.4,76.2,1,0,0,0,0,Female,No,Yes,NotPlaced,CE
5004,65.6,69.3,61.4,7.33,64,97,3.6,82.7,0,0,2,2,3,Female,Yes,Yes,Placed,EE
5005,67.4,53.2,61.9,6.87,49,52,3.5,69.3,2,1,1,1,6,Female,Yes,Yes,NotPlaced,CE
5006,82.8,78.8,75.2,8.7,63,78,5.0,94.3,0,2,4,3,19,Male,Yes,Yes,Placed,ME
5007,72.7,61.6,77.6,7.43,76,56,3.9,83.9,1,0,2,3,0,Female,Yes,Yes,Placed,IT
5008,60.2,64.5,62.6,6.79,46,50,3.6,93.7,0,1,2,0,6,Male,Yes,Yes,Placed,CS
5009,61.4,53.4,55.2,5.96,41,49,4.9,77.4,2,0,1,0,1,Female,No,Yes,NotPlaced,ECE
5010,74.1,72.5,65.7,7.37,82,85,2.3,68.7,1,2,3,1,10,Female,No,Yes,Placed,IT
5011,61.6,66.4,64.1,6.98,66,83,4.2,86.3,1,1,2,1,8,Female,Yes,Yes,Placed,CS
5012,75.3,65.6,64.2,7.0,58,78,3.5,74.6,0,1,3,1,10,Female,Yes,No,Placed,CS
5013,87.9,79.8,76.6,8.48,89,90,3.6,87.3,0,3,4,6,23,Female,Yes,No,Placed,CS
5014,88.9,80.4,80.1,8.89,88,88,3.8,85.6,0,2,3,1,10,Male,No,Yes,Placed,ME
5015,84.2,75.7,76.5,8.26,89,49,2.0,85.0,0,2,3,2,11,Female,Yes,No,Placed,EE
5016,68.7,61.2,65.5,7.47,54,61,3.7,78.8,0,0,0,3,1,Male,Yes,No,NotPlaced,ChemE
5017,68.2,67.6,67.1,6.73,64,78,3.5,89.0,1,0,4,0,0,Female,No,No,Placed,CE
5018,58.3,46.5,59.1,5.66,42,43,3.5,79.0,1,1,0,1,5,Male,No,No,NotPlaced,EE
5019,63.8,74.4,55.1,5.98,67,71,2.3,73.7,0,1,2,0,8,Female,Yes,No,Placed,ECE
5020,79.6,81.0,69.4,8.22,51,61,2.7,74.7,0,2,2,0,9,Male,Yes,No,Placed,CS
5021,55.0,45.0,48.0,5.38,50,71,3.9,74.9,2,0,0,4,7,Male,Yes,Yes,NotPlaced,IT
5022,50.2,66.0,73.6,6.8,66,65,3.8,75.3,2,0,2,1,3,Female,Yes,No,NotPlaced,ME
5023,75.8,76.7,61.8,7.34,73,49,3.4,84.9,0,1,3,3,11,Male,Yes,Yes,Placed,EE
5024,83.4,74.5,79.1,7.77,70,54,3.7,86.8,0,1,2,0,7,Female,Yes,Yes,Placed,CS
5025,78.2,78.3,76.6,8.11,73,66,4.0,98.4,0,4,0,4,17,Female,Yes,Yes,Placed,ChemE
5026,57.9,63.0,59.6,6.95,69,81,4.3,83.0,0,2,3,4,13,Female,No,No,Placed,ECE
5027,58.5,67.4,56.7,6.62,60,98,3.8,76.1,2,2,0,1,14,Male,Yes,Yes,Placed,ECE
5028,64.2,63.7,64.8,6.95,67,81,4.0,75.7,1,1,2,2,8,Male,Yes,No,Placed,ECE
5029,81.4,92.9,78.8,8.82,77,65,4.0,84.2,1,1,0,5,7,Male,Yes,Yes,Placed,ME
5030,63.5,63.5,64.7,7.08,72,69,3.3,62.8,1,0,1,1,2,Male,No,Yes,Placed,ECE
5031,64.3,68.5,65.5,7.13,85,53,1.9,66.8,0,0,1,0,7,Male,No,Yes,Placed,CS
5032,99.0,91.4,85.3,9.57,91,84,3.6,100.0,0,4,3,3,19,Male,Yes,Yes,Placed,CS
5033,90.5,85.3,66.1,8.47,84,91,2.7,75.5,0,3,5,2,10,Male,No,Yes,Placed,ECE
5034,78.2,55.8,69.1,6.81,79,75,4.4,75.8,1,0,0,0,5,Male,No,Yes,NotPlaced,CE
5035,76.7,52.1,71.9,7.81,72,84,4.5,81.8,0,0,1,5,4,Female,Yes,Yes,Placed,ME
5036,88.8,76.4,77.6,8.66,76,53,4.3,74.2,1,1,0,4,4,Male,No,No,Placed,ME
5037,76.9,57.0,51.9,6.81,54,58,3.1,69.7,2,1,1,2,7,Female,No,Yes,NotPlaced,EE
5038,55.1,46.9,62.0,5.89,67,81,3.4,77.0,2,0,6,4,0,Male,Yes,No,NotPlaced,CS
5039,58.6,50.4,56.2,6.08,55,86,3.1,78.7,0,0,1,1,0,Female,No,No,NotPlaced,EE
5040,66.3,88.4,55.0,6.03,65,78,1.5,70.8,1,0,0,2,3,Female,Yes,No,NotPlaced,ChemE
5041,68.2,57.4,69.7,7.32,79,65,5.0,83.6,0,1,1,1,7,Male,No,Yes,Placed,ME
5042,78.0,84.9,71.7,7.94,77,84,3.6,86.4,0,0,4,2,3,Female,No,Yes,Placed,ECE
5043,60.0,51.5,59.9,6.23,63,76,3.9,76.6,0,0,1,1,2,Female,No,Yes,NotPlaced,ME
5044,82.8,68.4,81.8,7.79,86,100,4.4,77.0,0,2,2,0,21,Male,Yes,Yes,Placed,ECE
5045,73.2,64.6,72.5,7.17,81,71,3.4,83.9,0,1,2,1,9,Female,Yes,Yes,Placed,CS
5046,81.2,57.1,64.4,6.14,58,57,3.4,77.6,1,2,3,3,12,Male,No,No,NotPlaced,ECE
5047,67.0,58.4,73.3,7.22,60,50,2.5,75.5,1,1,0,0,14,Male,No,No,NotPlaced,CE
5048,74.9,59.6,72.4,7.01,53,54,3.9,77.3,0,1,0,1,9,Female,No,Yes,NotPlaced,EE
5049,67.8,65.3,71.3,8.26,80,65,3.4,75.8,0,1,1,1,11,Male,Yes,No,Placed,ME
5050,71.7,66.6,65.9,8.23,79,65,4.2,80.5,0,0,2,1,3,Male,No,No,Placed,CS
5051,89.1,81.6,82.5,8.03,74,69,3.9,93.9,0,0,1,0,2,Male,Yes,No,Placed,ME
5052,82.7,70.8,61.1,8.3,64,55,3.9,80.0,0,1,2,3,11,Male,Yes,No,Placed,IT
5053,52.4,56.2,48.0,5.45,47,53,2.0,75.8,2,0,0,1,1,Male,No,No,NotPlaced,ECE
5054,60.7,50.1,60.0,5.87,57,51,3.1,83.9,2,0,2,0,3,Female,Yes,No,NotPlaced,ME
5055,78.9,63.1,64.2,6.89,61,41,2.9,73.0,2,0,0,2,0,Male,Yes,No,NotPlaced,ECE
5056,73.3,58.7,73.7,7.91,67,81,3.7,96.6,0,0,1,2,8,Female,Yes,No,Placed,CS
5057,73.4,67.6,61.1,7.9,76,50,2.6,70.0,1,0,1,1,6,Female,No,No,NotPlaced,ME
5058,82.0,91.1,72.1,7.57,73,61,3.9,84.9,1,0,4,2,0,Male,Yes,Yes,Placed,CS
5059,57.5,63.7,53.9,5.69,53,71,2.8,69.5,1,1,2,1,5,Female,Yes,Yes,NotPlaced,ME
5060,85.8,69.7,60.9,7.58,59,93,2.5,85.3,0,2,2,1,15,Female,No,Yes,Placed,ME
5061,87.7,61.2,76.0,6.98,89,67,5.0,92.0,1,1,1,0,4,Female,No,No,Placed,ECE
5062,87.5,91.1,73.1,8.01,80,74,4.5,97.5,0,1,1,2,14,Male,Yes,No,Placed,EE
5063,80.5,69.2,67.9,7.89,48,55,1.6,70.8,0,0,0,1,2,Male,Yes,No,NotPlaced,CE
5064,59.4,64.7,59.7,7.3,71,78,3.4,67.8,0,0,5,2,2,Female,Yes,Yes,Placed,CE
5065,60.0,62.2,63.6,7.37,61,73,5.0,89.2,0,0,1,2,1,Male,Yes,No,Placed,ME
5066,73.7,89.1,76.5,7.55,80,71,2.9,78.7,1,3,1,3,13,Male,Yes,No,NotPlaced,IT
5067,46.3,46.4,51.7,5.33,54,51,2.6,64.5,1,0,0,0,5,Female,No,Yes,NotPlaced,ME
5068,93.5,91.9,86.8,8.86,93,100,5.0,81.5,0,0,4,0,0,Female,Yes,Yes,Placed,CS
5069,65.9,84.5,81.3,9.29,79,91,3.8,87.5,0,1,2,2,10,Male,No,No,Placed,ECE
5070,83.5,77.0,76.4,7.56,78,60,3.1,79.9,0,0,0,2,5,Female,No,No,NotPlaced,ME
5071,60.9,55.9,61.1,6.03,67,63,3.1,85.6,1,0,2,0,0,Male,No,No,NotPlaced,ME
5072,59.8,72.3,52.4,6.57,60,65,2.4,72.7,2,0,3,0,4,Female,No,No,NotPlaced,EE
5073,75.5,58.9,59.1,6.65,53,47,3.7,70.4,3,3,1,1,17,Male,No,Yes,NotPlaced,CE
5074,54.4,45.0,56.7,5.89,45,54,3.1,78.9,2,0,1,2,7,Male,No,Yes,NotPlaced,ME
5075,57.1,69.8,65.4,7.3,62,63,3.4,91.9,1,3,2,2,17,Female,No,No,Placed,EE
5076,64.0,56.7,56.8,5.69,53,38,3.3,75.9,2,0,1,0,6,Female,No,Yes,NotPlaced,ECE
5077,67.7,65.3,57.6,6.52,49,35,2.5,70.3,2,0,0,0,1,Male,No,Yes,NotPlaced,CS
5078,83.6,81.3,84.0,8.84,85,100,4.1,81.3,0,0,8,3,4,Male,Yes,Yes,Placed,IT
5079,94.5,71.3,82.6,7.96,84,60,3.5,80.6,0,3,0,1,21,Male,No,No,Placed,ECE
5080,68.6,71.7,70.9,6.42,60,66,2.8,67.5,0,0,0,1,0,Female,No,No,NotPlaced,CE
5081,86.9,93.0,73.8,7.82,73,80,3.7,69.2,1,0,0,2,0,Male,Yes,Yes,NotPlaced,ME
5082,81.3,62.6,74.2,8.06,75,58,4.6,93.6,0,1,2,4,6,Female,No,Yes,Placed,IT
5083,75.9,64.7,70.2,7.15,58,39,4.0,84.8,1,1,1,3,5,Male,Yes,Yes,NotPlaced,IT
5084,75.8,72.4,78.5,8.94,83,80,4.2,95.8,0,3,1,2,14,Male,Yes,No,Placed,IT
5085,59.4,57.5,66.8,6.43,57,75,3.0,83.8,1,0,4,1,4,Male,No,Yes,NotPlaced,EE
5086,77.6,52.7,59.5,7.41,63,49,4.1,82.5,0,0,3,1,0,Female,Yes,Yes,NotPlaced,IT
5087,57.1,54.3,55.6,5.18,49,58,3.0,87.6,1,2,1,1,12,Male,Yes,Yes,Placed,ECE
5088,79.3,67.7,69.0,7.54,79,90,4.2,79.5,1,1,3,2,15,Female,No,Yes,Placed,CS
5089,66.1,64.2,68.7,7.09,68,65,4.0,79.8,0,2,1,2,7,Male,Yes,No,Placed,EE
5090,69.5,73.1,58.9,6.94,64,60,3.5,71.9,3,1,0,4,7,Male,Yes,Yes,NotPlaced,CE
5091,62.0,68.3,79.2,6.73,55,58,3.9,87.6,1,0,2,1,1,Male,Yes,Yes,NotPlaced,ME
5092,80.9,79.7,77.0,8.55,99,63,4.8,98.3,0,1,3,3,5,Male,Yes,No,Placed,IT
5093,64.5,56.7,76.5,7.2,68,62,2.9,72.8,0,1,0,0,7,Female,No,No,NotPlaced,ME
5094,68.7,55.1,61.7,6.75,62,35,4.4,73.4,1,1,1,0,11,Male,No,Yes,NotPlaced,CE
5095,68.8,82.1,68.4,7.57,76,74,4.1,80.7,0,2,1,2,12,Female,Yes,Yes,Placed,CS
5096,68.8,82.3,71.6,8.18,74,67,3.9,82.0,0,2,1,1,15,Male,Yes,No,Placed,ECE
5097,77.6,90.9,76.5,8.95,80,95,3.6,79.2,1,2,2,0,15,Male,Yes,No,Placed,CE
5098,80.2,67.4,71.8,8.36,76,77,4.7,90.3,0,3,4,3,14,Female,No,Yes,Placed,CE
5099,83.5,84.3,80.7,8.41,80,81,4.9,88.8,0,2,7,3,14,Male,Yes,Yes,Placed,ECE
